PIC;URAIAN KEGIATAN/ PROGRAM;;;;Juni;;;;Juli;;;;Agustus;;;;September;;;;Oktober;;;;November;;;;Desember;;;;Januari;;;;Februari;;;;Maret;;;;PIC;Catatan;;;;;;;;;;;;;;
;;;Penjajakan Lahan;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Survey Lahan;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pre FS;;;;;;;;;;;;;;;;;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Term Of Reference;;;;;;;;;;;;;;;;;;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Proposal;;;;;;;;;;;;;;;;;;;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Negosiasi Kerja sama;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kontrak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Persiapan Ajir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Penanaman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Inventarisasi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaporan Mitra ke PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Penyelesaian administrasi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIEF;Proyek Kwatisore-Papua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARIEF;;;;;;;;;;;;;;;
;;1);Community Development;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;;a);Dukungan Pemberdayaan Masyarakat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pembelian Peralatan pendukung kegiatan mintoring Hiu Paus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pengiriman Alat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Serah terima alat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;2);Biodiversity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;a);Pengelolaan Operasional Whale Shark Center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Patroli dan Pemantauan Hiu Paus di TNTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Penerbitan Surat perintah tugas dari TNTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pelaksanaan Monitoring dan Patroli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Reporting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;b);Inventarisasi Ekosistem Muara Kwatisore-Yaur dan Sobey-Aisandami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pembuatan ToR;;;;;;;;;;;;;;;;;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Penjaringan Mitra;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Negosiasi dengan Mitra;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pembuatan Kontrak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pelaksanaan Kegatan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Reporting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;c);Identifikasi dan Monitoring Pergerakan Hiu Paus melalui Tagging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pembelian Tagging;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pengiriman Tagging;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Kick Off Tagging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Reporting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;d);Fasilitasi Penelitian terkait spesies dan ekosistem laut TNTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pembuatan ToR;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Penjaringan Mitra;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Negosiasi dengan Mitra;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pembuatan Kontrak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pelaksanaan Kegatan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Reporting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;e);Dukungan Peralatan Teknis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Pengadaan Alat;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Penyerahan Alat;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Serah terima alat;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BILA;Perhutanan Sosial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BILA;;;;;;;;;;;;;;;
;;1);LPHD Sungsang IV ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2);KUPS Margo Rukun Bestari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3);LPHD Maha Wana Basuki Desa Besakih ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4);MHA Desa Adat Kukuh ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5);KTH Banu Giri Lestari ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6);KTH Bina Lestari ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;7);LPHD Belempe ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;8);LPHD Handil Terusan ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;9);KTH Wana Manunggal ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;10);KUPS LPHD Cindakko ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;11);KUPS Lestari Gunung Selatan ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;12);LPHD Arjuna Lestari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;13);KTH Siarang-arang Lestari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Assement Awal ;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;FGD dengan Kelompok ;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Kerjasama dengan mitra swakelola;;;;;;;;;;;;;;;;;;;;;;;;;0,082%;0,082%;0,082%;0,082%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;PKS dengan mitra ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Pelaksanaan Kegiatan Prioritas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Reporting ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Beban Tiap Minggu;0%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;2%;2%;2%;2%;3%;4%;3%;3%;3%;3%;3%;4%;3%;4%;5%;5%;4%;5%;3%;4%;3%;4%;3%;4%;3%;2%;2%;2%;;;;;;;;;;;;;;;;
;;;;Baseline Scurve;0%;1%;1%;2%;3%;4%;4%;5%;7%;7%;8%;9%;11%;13%;15%;18%;21%;25%;28%;31%;34%;36%;39%;43%;47%;51%;56%;61%;65%;70%;73%;77%;80%;83%;86%;90%;93%;96%;98%;100%;;;;;;;;;;;;;;;;
;;;;Realisasi Tiap Minggu;0%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;1%;2%;2%;2%;2%;3%;4%;3%;3%;3%;3%;3%;4%;3%;2%;1%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;;;;;;;;;;;;;;;;
;;;;Kumulatif Realisasi;0%;1%;1%;2%;3%;4%;4%;5%;7%;7%;8%;9%;11%;13%;15%;18%;21%;25%;28%;31%;34%;36%;39%;43%;47%;49%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;;;;;;;;;;;;;;;;
